date,state,positive
20200410,MO,3799
20200410,MP,11
20200410,MS,2469
20200410,MT,365
20200410,NC,3908
20200410,ND,278
20200410,NE,635
20200410,NH,819
20200410,NJ,54588
20200410,NM,1091
20200410,NV,2584
20200410,NY,170512
20200410,OH,5836
20200410,OK,1794
20200410,OR,1321
20200410,PA,19979
20200410,PR,725
20200410,RI,2015
20200410,SC,3065
20200410,SD,536
20200410,TN,4862
20200410,TX,11671
20200410,UT,2102
20200410,VA,4509
20200410,VI,50
20200410,VT,679
20200410,WA,10224
20200410,WI,3068
20200410,WV,554
20200410,WY,320
20200409,AK,235
20200409,AL,2769
20200409,AR,1119
20200409,AS,0
20200409,AZ,3018
20200409,CA,18309
20200409,CO,5655
20200409,CT,9784
20200409,DC,1523
20200409,DE,1207
20200409,FL,16364
20200409,GA,10566
20200409,GU,128
20200409,HI,435
20200409,IA,1270
20200409,ID,1232
20200409,IL,16422
20200409,IN,6351
20200409,KS,1106
20200409,KY,1346
20200409,LA,18283
20200409,MA,18941
20200409,MD,6185
20200409,ME,560
20200409,MI,21504
20200409,MN,1242
20200409,MO,3539
20200409,MP,11
20200409,MS,2260
20200409,MT,354
20200409,NC,3651
20200409,ND,269
20200409,NE,567
20200409,NH,788
20200409,NJ,51027
20200409,NM,865
20200409,NV,2456
20200409,NY,159937
20200409,OH,5512
20200409,OK,1684
20200409,OR,1321
20200409,PA,18228
20200409,PR,683
20200409,RI,1727
20200409,SC,2792
20200409,SD,447
20200409,TN,4634
20200409,TX,10230
20200409,UT,1976
20200409,VA,4042
20200409,VI,46
20200409,VT,628
20200409,WA,9769
20200409,WI,2885
20200409,WV,523
20200409,WY,230
20200408,AK,226
20200408,AL,2369
20200408,AR,1000
20200408,AS,0
20200408,AZ,2726
20200408,CA,16957
20200408,CO,5429
20200408,CT,7781
20200408,DC,1440
20200408,DE,928
20200408,FL,15455
20200408,GA,9901
20200408,GU,125
20200408,HI,410
20200408,IA,1145
20200408,ID,1210
20200408,IL,15078
20200408,IN,5943
20200408,KS,900
20200408,KY,1149
20200408,LA,17030
20200408,MA,16790
20200408,MD,5529
20200408,ME,537
20200408,MI,20589
20200408,MN,1154
20200408,MO,3327
20200408,MP,11
20200408,MS,2003
20200408,MT,332
20200408,NC,3426
20200408,ND,251
20200408,NE,519
20200408,NH,788
20200408,NJ,47437
20200408,NM,794
20200408,NV,2318
20200408,NY,149316
20200408,OH,5148
20200408,OK,1524
20200408,OR,1239
20200408,PA,16239
20200408,PR,620
20200408,RI,1450
20200408,SC,2552
20200408,SD,393
20200408,TN,4362
20200408,TX,9353
20200408,UT,1846
20200408,VA,3645
20200408,VI,45
20200408,VT,605
20200408,WA,9506
20200408,WI,2756
20200408,WV,462
20200408,WY,221
20200407,AK,213
20200407,AL,2119
20200407,AR,946
20200407,AS,0
20200407,AZ,2575
20200407,CA,15865
20200407,CO,5172
20200407,CT,7781
20200407,DC,1211
20200407,DE,928
20200407,FL,14747
20200407,GA,8818
20200407,GU,121
20200407,HI,387
20200407,IA,1048
20200407,ID,1170
20200407,IL,13549
20200407,IN,5507
20200407,KS,900
20200407,KY,1008
20200407,LA,16284
20200407,MA,15202
20200407,MD,4371
20200407,ME,519
20200407,MI,19823
20200407,MN,1069
20200407,MO,3037
20200407,MP,8
20200407,MS,1915
20200407,MT,319
20200407,NC,3221
20200407,ND,237
20200407,NE,447
20200407,NH,715
20200407,NJ,44416
20200407,NM,686
20200407,NV,2087
20200407,NY,138863
20200407,OH,4782
20200407,OK,1472
20200407,OR,1181
20200407,PA,14559
20200407,PR,573
20200407,RI,1230
20200407,SC,2417
20200407,SD,320
20200407,TN,4138
20200407,TX,8262
20200407,UT,1738
20200407,VA,3333
20200407,VI,43
20200407,VT,575
20200407,WA,9043
20200407,WI,2578
20200407,WV,412
20200407,WY,216
20200406,AK,191
20200406,AL,1968
20200406,AR,875
20200406,AS,0
20200406,AZ,2456
20200406,CA,14336
20200406,CO,4950
20200406,CT,6906
20200406,DC,1097
20200406,DE,673
20200406,FL,13324
20200406,GA,7314
20200406,GU,113
20200406,HI,371
20200406,IA,946
20200406,ID,1101
20200406,IL,12262
20200406,IN,4944
20200406,KS,845
20200406,KY,955
20200406,LA,14867
20200406,MA,13837
20200406,MD,4045
20200406,ME,499
20200406,MI,18850
20200406,MN,986
20200406,MO,2722
20200406,MP,8
20200406,MS,1738
20200406,MT,299
20200406,NC,2870
20200406,ND,225
20200406,NE,409
20200406,NH,669
20200406,NJ,41090
20200406,NM,624
20200406,NV,1953
20200406,NY,130689
20200406,OH,4450
20200406,OK,1327
20200406,OR,1132
20200406,PA,12980
20200406,PR,513
20200406,RI,1082
20200406,SC,2049
20200406,SD,288
20200406,TN,3802
20200406,TX,7276
20200406,UT,1675
20200406,VA,2878
20200406,VI,43
20200406,VT,543
20200406,WA,8679
20200406,WI,2440
20200406,WV,345
20200406,WY,210
20200405,AK,185
20200405,AL,1796
20200405,AR,830
20200405,AS,0
20200405,AZ,2269
20200405,CA,13438
20200405,CO,4565
20200405,CT,5675
20200405,DC,998
20200405,DE,673
20200405,FL,12151
20200405,GA,6647
20200405,GU,112
20200405,HI,351
20200405,IA,868
20200405,ID,1077
20200405,IL,11256
20200405,IN,4411
20200405,KS,747
20200405,KY,917
20200405,LA,13010
20200405,MA,12500
20200405,MD,3609
20200405,ME,470
20200405,MI,17567
20200405,MN,935
20200405,MO,2367
20200405,MP,8
20200405,MS,1638
20200405,MT,286
20200405,NC,2585
20200405,ND,207
20200405,NE,363
20200405,NH,621
20200405,NJ,37505
20200405,NM,543
20200405,NV,1836
20200405,NY,122031
20200405,OH,4043
20200405,OK,1252
20200405,OR,1068
20200405,PA,11510
20200405,PR,475
20200405,RI,922
20200405,SC,2049
20200405,SD,240
20200405,TN,3633
20200405,TX,6812
20200405,UT,1605
20200405,VA,2637
20200405,VI,42
20200405,VT,512
20200405,WA,8332
20200405,WI,2267
20200405,WV,324
20200405,WY,197
20200404,AK,171
20200404,AL,1580
20200404,AR,743
20200404,AS,0
20200404,AZ,2019
20200404,CA,12026
20200404,CO,4173
20200404,CT,5276
20200404,DC,902
20200404,DE,593
20200404,FL,11111
20200404,GA,6160
20200404,GU,93
20200404,HI,319
20200404,IA,786
20200404,ID,1013
20200404,IL,10357
20200404,IN,3953
20200404,KS,698
20200404,KY,831
20200404,LA,12496
20200404,MA,11736
20200404,MD,3125
20200404,ME,456
20200404,MI,16395
20200404,MN,865
20200404,MO,2291
20200404,MP,8
20200404,MS,1455
20200404,MT,265
20200404,NC,2402
20200404,ND,186
20200404,NE,321
20200404,NH,540
20200404,NJ,34124
20200404,NM,495
20200404,NV,1742
20200404,NY,113704
20200404,OH,3739
20200404,OK,1159
20200404,OR,999
20200404,PA,10017
20200404,PR,452
20200404,RI,806
20200404,SC,1917
20200404,SD,212
20200404,TN,3321
20200404,TX,6110
20200404,UT,1428
20200404,VA,2407
20200404,VI,40
20200404,VT,461
20200404,WA,7934
20200404,WI,2112
20200404,WV,282
20200404,WY,187
20200403,AK,157
20200403,AL,1432
20200403,AR,704
20200403,AS,0
20200403,AZ,1769
20200403,CA,10701
20200403,CO,3728
20200403,CT,4914
20200403,DC,757
20200403,DE,450
20200403,FL,9585
20200403,GA,5831
20200403,GU,84
20200403,HI,285
20200403,IA,699
20200403,ID,891
20200403,IL,8904
20200403,IN,3437
20200403,KS,620
20200403,KY,770
20200403,LA,10297
20200403,MA,10402
20200403,MD,2758
20200403,ME,432
20200403,MI,15252
20200403,MN,789
20200403,MO,2113
20200403,MP,8
20200403,MS,1358
20200403,MT,243
20200403,NC,2093
20200403,ND,173
20200403,NE,279
20200403,NH,479
20200403,NJ,29895
20200403,NM,403
20200403,NV,1514
20200403,NY,102863
20200403,OH,3312
20200403,OK,988
20200403,OR,899
20200403,PA,8420
20200403,PR,378
20200403,RI,709
20200403,SC,1554
20200403,SD,187
20200403,TN,3067
20200403,TX,5330
20200403,UT,1246
20200403,VA,2012
20200403,VI,38
20200403,VT,389
20200403,WA,7548
20200403,WI,1912
20200403,WV,237
20200403,WY,162
20200402,AK,143
20200402,AL,1233
20200402,AR,643
20200402,AS,0
20200402,AZ,1598
20200402,CA,9191
20200402,CO,3342
20200402,CT,3824
20200402,DC,653
20200402,DE,393
20200402,FL,8010
20200402,GA,5348
20200402,GU,82
20200402,HI,258
20200402,IA,614
20200402,ID,669
20200402,IL,7695
20200402,IN,3039
20200402,KS,552
20200402,KY,680
20200402,LA,9150
20200402,MA,8966
20200402,MD,2331
20200402,ME,376
20200402,MI,14117
20200402,MN,742
20200402,MO,1834
20200402,MP,8
20200402,MS,1177
20200402,MT,227
20200402,NC,1857
20200402,ND,159
20200402,NE,246
20200402,NH,415
20200402,NJ,25590
20200402,NM,363
20200402,NV,1458
20200402,NY,92381
20200402,OH,2902
20200402,OK,879
20200402,OR,826
20200402,PA,7016
20200402,PR,316
20200402,RI,657
20200402,SC,1554
20200402,SD,165
20200402,TN,2845
20200402,TX,4669
20200402,UT,1074
20200402,VA,1706
20200402,VI,33
20200402,VT,338
20200402,WA,6962
20200402,WI,1730
20200402,WV,217
20200402,WY,150
20200401,AK,133
20200401,AL,1077
20200401,AR,584
20200401,AS,0
20200401,AZ,1413
20200401,CA,8155
20200401,CO,2966
20200401,CT,3557
20200401,DC,586
20200401,DE,368
20200401,FL,6955
20200401,GA,4638
20200401,GU,77
20200401,HI,208
20200401,IA,549
20200401,ID,525
20200401,IL,6980
20200401,IN,2565
20200401,KS,482
20200401,KY,591
20200401,LA,6424
20200401,MA,7738
20200401,MD,1985
20200401,ME,344
20200401,MI,12888
20200401,MN,689
20200401,MO,1581
20200401,MP,6
20200401,MS,1073
20200401,MT,208
20200401,NC,1584
20200401,ND,142
20200401,NE,210
20200401,NH,415
20200401,NJ,22255
20200401,NM,315
20200401,NV,1279
20200401,NY,83712
20200401,OH,2547
20200401,OK,719
20200401,OR,736
20200401,PA,5805
20200401,PR,286
20200401,RI,566
20200401,SC,1293
20200401,SD,129
20200401,TN,2683
20200401,TX,3997
20200401,UT,1012
20200401,VA,1484
20200401,VI,30
20200401,VT,321
20200401,WA,6593
20200401,WI,1550
20200401,WV,191
20200401,WY,130
20200331,AK,119
20200331,AL,981
20200331,AR,523
20200331,AS,0
20200331,AZ,1289
20200331,CA,7482
20200331,CO,2627
20200331,CT,3128
20200331,DC,495
20200331,DE,319
20200331,FL,6338
20200331,GA,3929
20200331,GU,69
20200331,HI,204
20200331,IA,497
20200331,ID,415
20200331,IL,5994
20200331,IN,2159
20200331,KS,428
20200331,KY,480
20200331,LA,5237
20200331,MA,6620
20200331,MD,1660
20200331,ME,303
20200331,MI,11875
20200331,MN,629
20200331,MO,1327
20200331,MP,2
20200331,MS,937
20200331,MT,184
20200331,NC,1498
20200331,ND,126
20200331,NE,172
20200331,NH,314
20200331,NJ,18696
20200331,NM,281
20200331,NV,1113
20200331,NY,75795
20200331,OH,2199
20200331,OK,565
20200331,OR,690
20200331,PA,4843
20200331,PR,239
20200331,RI,489
20200331,SC,1083
20200331,SD,108
20200331,TN,2239
20200331,TX,3266
20200331,UT,887
20200331,VA,1250
20200331,VI,30
20200331,VT,293
20200331,WA,6030
20200331,WI,1351
20200331,WV,162
20200331,WY,109
20200330,AK,114
20200330,AL,859
20200330,AR,473
20200330,AS,
20200330,AZ,1157
20200330,CA,6447
20200330,CO,2627
20200330,CT,2571
20200330,DC,401
20200330,DE,264
20200330,FL,5473
20200330,GA,2809
20200330,GU,58
20200330,HI,175
20200330,IA,424
20200330,ID,310
20200330,IL,5057
20200330,IN,1786
20200330,KS,368
20200330,KY,439
20200330,LA,4025
20200330,MA,5752
20200330,MD,1413
20200330,ME,275
20200330,MI,10901
20200330,MN,576
20200330,MO,1031
20200330,MP,2
20200330,MS,847
20200330,MT,171
20200330,NC,1307
20200330,ND,109
20200330,NE,145
20200330,NH,314
20200330,NJ,16636
20200330,NM,237
20200330,NV,1008
20200330,NY,66497
20200330,OH,1933
20200330,OK,481
20200330,OR,606
20200330,PA,4087
20200330,PR,174
20200330,RI,402
20200330,SC,925
20200330,SD,101
20200330,TN,1834
20200330,TX,2877
20200330,UT,806
20200330,VA,1020
20200330,VI,30
20200330,VT,256
20200330,WA,5566
20200330,WI,1221
20200330,WV,126
20200330,WY,94
20200329,AK,102
20200329,AL,806
20200329,AR,426
20200329,AS,
20200329,AZ,919
20200329,CA,5708
20200329,CO,2061
20200329,CT,1993
20200329,DC,342
20200329,DE,232
20200329,FL,4246
20200329,GA,2651
20200329,GU,56
20200329,HI,151
20200329,IA,336
20200329,ID,261
20200329,IL,4596
20200329,IN,1514
20200329,KS,319
20200329,KY,394
20200329,LA,3540
20200329,MA,4955
20200329,MD,1239
20200329,ME,253
20200329,MI,10010
20200329,MN,503
20200329,MO,838
20200329,MP,2
20200329,MS,758
20200329,MT,154
20200329,NC,1040
20200329,ND,98
20200329,NE,108
20200329,NH,214
20200329,NJ,13386
20200329,NM,237
20200329,NV,738
20200329,NY,59513
20200329,OH,1653
20200329,OK,429
20200329,OR,548
20200329,PA,3394
20200329,PR,127
20200329,RI,294
20200329,SC,774
20200329,SD,90
20200329,TN,1537
20200329,TX,2552
20200329,UT,719
20200329,VA,890
20200329,VI,23
20200329,VT,235
20200329,WA,5102
20200329,WI,1112
20200329,WV,113
20200329,WY,86
20200328,AK,85
20200328,AL,696
20200328,AR,404
20200328,AS,
20200328,AZ,873
20200328,CA,4643
20200328,CO,1734
20200328,CT,1291
20200328,DC,304
20200328,DE,214
20200328,FL,3763
20200328,GA,2366
20200328,GU,55
20200328,HI,120
20200328,IA,298
20200328,ID,230
20200328,IL,3491
20200328,IN,1232
20200328,KS,261
20200328,KY,302
20200328,LA,3315
20200328,MA,4257
20200328,MD,992
20200328,ME,211
20200328,MI,9287
20200328,MN,441
20200328,MO,838
20200328,MP,2
20200328,MS,663
20200328,MT,129
20200328,NC,935
20200328,ND,83
20200328,NE,96
20200328,NH,187
20200328,NJ,11124
20200328,NM,191
20200328,NV,621
20200328,NY,52318
20200328,OH,1406
20200328,OK,377
20200328,OR,479
20200328,PA,2751
20200328,PR,100
20200328,RI,239
20200328,SC,539
20200328,SD,68
20200328,TN,1373
20200328,TX,2052
20200328,UT,602
20200328,VA,739
20200328,VI,22
20200328,VT,211
20200328,WA,4707
20200328,WI,989
20200328,WV,96
20200328,WY,82
20200327,AK,69
20200327,AL,587
20200327,AR,381
20200327,AS,
20200327,AZ,736
20200327,CA,3879
20200327,CO,1430
20200327,CT,1291
20200327,DC,267
20200327,DE,163
20200327,FL,2765
20200327,GA,2001
20200327,GU,51
20200327,HI,106
20200327,IA,235
20200327,ID,189
20200327,IL,3026
20200327,IN,981
20200327,KS,202
20200327,KY,248
20200327,LA,2746
20200327,MA,3240
20200327,MD,774
20200327,ME,168
20200327,MI,8659
20200327,MN,398
20200327,MO,669
20200327,MP,0
20200327,MS,579
20200327,MT,108
20200327,NC,763
20200327,ND,65
20200327,NE,85
20200327,NH,158
20200327,NJ,8825
20200327,NM,136
20200327,NV,535
20200327,NY,44635
20200327,OH,1137
20200327,OK,322
20200327,OR,414
20200327,PA,2218
20200327,PR,79
20200327,RI,203
20200327,SC,456
20200327,SD,58
20200327,TN,1203
20200327,TX,1731
20200327,UT,480
20200327,VA,604
20200327,VI,19
20200327,VT,184
20200327,WA,4238
20200327,WI,842
20200327,WV,76
20200327,WY,70
20200326,AK,59
20200326,AL,506
20200326,AR,335
20200326,AS,
20200326,AZ,577
20200326,CA,3006
20200326,CO,1086
20200326,CT,1012
20200326,DC,231
20200326,DE,130
20200326,FL,2355
20200326,GA,1525
20200326,GU,45
20200326,HI,95
20200326,IA,179
20200326,ID,123
20200326,IL,2538
20200326,IN,645
20200326,KS,168
20200326,KY,198
20200326,LA,2305
20200326,MA,2417
20200326,MD,580
20200326,ME,155
20200326,MI,7767
20200326,MN,346
20200326,MO,502
20200326,MP,0
20200326,MS,485
20200326,MT,71
20200326,NC,636
20200326,ND,52
20200326,NE,73
20200326,NH,137
20200326,NJ,6876
20200326,NM,112
20200326,NV,420
20200326,NY,37258
20200326,OH,867
20200326,OK,248
20200326,OR,327
20200326,PA,1687
20200326,PR,64
20200326,RI,165
20200326,SC,456
20200326,SD,46
20200326,TN,957
20200326,TX,1396
20200326,UT,402
20200326,VA,460
20200326,VI,17
20200326,VT,158
20200326,WA,3745
20200326,WI,707
20200326,WV,51
20200326,WY,53
20200325,AK,42
20200325,AL,283
20200325,AR,280
20200325,AS,
20200325,AZ,450
20200325,CA,2355
20200325,CO,912
20200325,CT,875
20200325,DC,183
20200325,DE,115
20200325,FL,1682
20200325,GA,1247
20200325,GU,37
20200325,HI,90
20200325,IA,145
20200325,ID,73
20200325,IL,1865
20200325,IN,477
20200325,KS,126
20200325,KY,157
20200325,LA,1795
20200325,MA,1838
20200325,MD,423
20200325,ME,149
20200325,MI,7060
20200325,MN,287
20200325,MO,356
20200325,MP,0
20200325,MS,377
20200325,MT,53
20200325,NC,504
20200325,ND,39
20200325,NE,61
20200325,NH,108
20200325,NJ,4402
20200325,NM,100
20200325,NV,321
20200325,NY,30811
20200325,OH,704
20200325,OK,164
20200325,OR,209
20200325,PA,1127
20200325,PR,51
20200325,RI,132
20200325,SC,424
20200325,SD,41
20200325,TN,784
20200325,TX,974
20200325,UT,346
20200325,VA,391
20200325,VI,17
20200325,VT,123
20200325,WA,3275
20200325,WI,585
20200325,WV,39
20200325,WY,44
20200324,AK,36
20200324,AL,215
20200324,AR,218
20200324,AS,
20200324,AZ,357
20200324,CA,2102
20200324,CO,720
20200324,CT,618
20200324,DC,137
20200324,DE,91
20200324,FL,1412
20200324,GA,1026
20200324,GU,32
20200324,HI,77
20200324,IA,124
20200324,ID,50
20200324,IL,1535
20200324,IN,365
20200324,KS,98
20200324,KY,124
20200324,LA,1388
20200324,MA,1159
20200324,MD,349
20200324,ME,125
20200324,MI,1791
20200324,MN,262
20200324,MO,183
20200324,MP,0
20200324,MS,320
20200324,MT,46
20200324,NC,398
20200324,ND,34
20200324,NE,52
20200324,NH,101
20200324,NJ,3675
20200324,NM,83
20200324,NV,278
20200324,NY,25665
20200324,OH,564
20200324,OK,106
20200324,OR,209
20200324,PA,851
20200324,PR,39
20200324,RI,124
20200324,SC,298
20200324,SD,30
20200324,TN,667
20200324,TX,410
20200324,UT,299
20200324,VA,290
20200324,VI,17
20200324,VT,95
20200324,WA,2823
20200324,WI,457
20200324,WV,20
20200324,WY,29
20200323,AK,22
20200323,AL,167
20200323,AR,174
20200323,AS,
20200323,AZ,265
20200323,CA,1733
20200323,CO,591
20200323,CT,415
20200323,DC,116
20200323,DE,68
20200323,FL,1171
20200323,GA,772
20200323,GU,29
20200323,HI,56
20200323,IA,105
20200323,ID,47
20200323,IL,1273
20200323,IN,259
20200323,KS,82
20200323,KY,104
20200323,LA,1172
20200323,MA,777
20200323,MD,288
20200323,ME,107
20200323,MI,1328
20200323,MN,235
20200323,MO,183
20200323,MP,0
20200323,MS,249
20200323,MT,34
20200323,NC,297
20200323,ND,30
20200323,NE,50
20200323,NH,78
20200323,NJ,2844
20200323,NM,65
20200323,NV,245
20200323,NY,20875
20200323,OH,442
20200323,OK,81
20200323,OR,191
20200323,PA,644
20200323,PR,31
20200323,RI,106
20200323,SC,298
20200323,SD,28
20200323,TN,615
20200323,TX,352
20200323,UT,257
20200323,VA,254
20200323,VI,17
20200323,VT,75
20200323,WA,2450
20200323,WI,416
20200323,WV,16
20200323,WY,26
20200322,AK,22
20200322,AL,138
20200322,AR,165
20200322,AS,
20200322,AZ,152
20200322,CA,1536
20200322,CO,475
20200322,CT,223
20200322,DC,98
20200322,DE,56
20200322,FL,830
20200322,GA,600
20200322,GU,27
20200322,HI,48
20200322,IA,90
20200322,ID,42
20200322,IL,1049
20200322,IN,201
20200322,KS,64
20200322,KY,99
20200322,LA,837
20200322,MA,646
20200322,MD,244
20200322,ME,89
20200322,MI,1035
20200322,MN,169
20200322,MO,90
20200322,MP,0
20200322,MS,207
20200322,MT,31
20200322,NC,255
20200322,ND,28
20200322,NE,48
20200322,NH,65
20200322,NJ,1914
20200322,NM,57
20200322,NV,190
20200322,NY,15168
20200322,OH,351
20200322,OK,67
20200322,OR,161
20200322,PA,479
20200322,PR,23
20200322,RI,83
20200322,SC,195
20200322,SD,21
20200322,TN,505
20200322,TX,334
20200322,UT,181
20200322,VA,219
20200322,VI,6
20200322,VT,52
20200322,WA,2242
20200322,WI,385
20200322,WV,12
20200322,WY,24
20200321,AK,14
20200321,AL,124
20200321,AR,118
20200321,AS,
20200321,AZ,104
20200321,CA,1279
20200321,CO,363
20200321,CT,194
20200321,DC,77
20200321,DE,45
20200321,FL,658
20200321,GA,507
20200321,GU,15
20200321,HI,37
20200321,IA,68
20200321,ID,31
20200321,IL,753
20200321,IN,126
20200321,KS,55
20200321,KY,54
20200321,LA,585
20200321,MA,525
20200321,MD,190
20200321,ME,73
20200321,MI,787
20200321,MN,138
20200321,MO,73
20200321,MP,0
20200321,MS,140
20200321,MT,20
20200321,NC,184
20200321,ND,28
20200321,NE,38
20200321,NH,55
20200321,NJ,1327
20200321,NM,57
20200321,NV,124
20200321,NY,10356
20200321,OH,247
20200321,OK,53
20200321,OR,114
20200321,PA,371
20200321,PR,21
20200321,RI,66
20200321,SC,152
20200321,SD,14
20200321,TN,371
20200321,TX,304
20200321,UT,136
20200321,VA,152
20200321,VI,6
20200321,VT,29
20200321,WA,2006
20200321,WI,281
20200321,WV,11
20200321,WY,23
20200320,AK,12
20200320,AL,81
20200320,AR,96
20200320,AS,
20200320,AZ,65
20200320,CA,1063
20200320,CO,277
20200320,CT,194
20200320,DC,71
20200320,DE,38
20200320,FL,520
20200320,GA,420
20200320,GU,14
20200320,HI,26
20200320,IA,45
20200320,ID,23
20200320,IL,585
20200320,IN,79
20200320,KS,44
20200320,KY,47
20200320,LA,479
20200320,MA,413
20200320,MD,149
20200320,ME,57
20200320,MI,549
20200320,MN,115
20200320,MO,47
20200320,MP,0
20200320,MS,80
20200320,MT,16
20200320,NC,137
20200320,ND,20
20200320,NE,32
20200320,NH,44
20200320,NJ,890
20200320,NM,43
20200320,NV,109
20200320,NY,7102
20200320,OH,169
20200320,OK,49
20200320,OR,114
20200320,PA,268
20200320,PR,14
20200320,RI,54
20200320,SC,81
20200320,SD,14
20200320,TN,228
20200320,TX,194
20200320,UT,112
20200320,VA,114
20200320,VI,3
20200320,VT,29
20200320,WA,1773
20200320,WI,206
20200320,WV,7
20200320,WY,19
20200319,AK,6
20200319,AL,68
20200319,AR,46
20200319,AS,
20200319,AZ,44
20200319,CA,924
20200319,CO,216
20200319,CT,96
20200319,DC,39
20200319,DE,30
20200319,FL,390
20200319,GA,287
20200319,GU,12
20200319,HI,16
20200319,IA,38
20200319,ID,11
20200319,IL,422
20200319,IN,56
20200319,KS,34
20200319,KY,35
20200319,LA,347
20200319,MA,328
20200319,MD,107
20200319,ME,53
20200319,MI,336
20200319,MN,89
20200319,MO,24
20200319,MP,0
20200319,MS,50
20200319,MT,12
20200319,NC,97
20200319,ND,15
20200319,NE,27
20200319,NH,39
20200319,NJ,742
20200319,NM,35
20200319,NV,95
20200319,NY,4152
20200319,OH,119
20200319,OK,44
20200319,OR,88
20200319,PA,185
20200319,PR,5
20200319,RI,44
20200319,SC,60
20200319,SD,11
20200319,TN,154
20200319,TX,143
20200319,UT,78
20200319,VA,94
20200319,VI,3
20200319,VT,22
20200319,WA,1535
20200319,WI,155
20200319,WV,2
20200319,WY,18
20200318,AK,6
20200318,AL,46
20200318,AR,33
20200318,AS,
20200318,AZ,28
20200318,CA,611
20200318,CO,183
20200318,CT,68
20200318,DC,31
20200318,DE,25
20200318,FL,314
20200318,GA,197
20200318,GU,8
20200318,HI,14
20200318,IA,29
20200318,ID,9
20200318,IL,288
20200318,IN,39
20200318,KS,16
20200318,KY,26
20200318,LA,240
20200318,MA,256
20200318,MD,85
20200318,ME,43
20200318,MI,80
